project_county_name,project_state,total_loans,kabbage_loans,percent_kabbage_loans,total_loans.x,kabbage_loans.x,percent_kabbage_loans.x,project_county_name.y.y,total_loans.y,kabbage_loans.y,percent_kabbage_loans.y,state_code,state_name,county_code,fips_code
BOONE,IA,746,2,0.2680965147453083,746,2,0.2680965147453083,NA,NA,NA,NA,NA,NA,NA,NA
BOONE,IL,835,23,2.754491017964072,835,23,2.754491017964072,NA,NA,NA,NA,NA,NA,NA,NA
BOONE,IN,1402,11,0.7845934379457917,1402,11,0.7845934379457917,NA,NA,NA,NA,NA,NA,NA,NA
BOONE,KY,2001,29,1.4492753623188406,2001,29,1.4492753623188406,NA,NA,NA,NA,NA,NA,NA,NA
BOONE,MO,3531,24,0.6796941376380629,3531,24,0.6796941376380629,NA,NA,NA,NA,NA,NA,NA,NA
BOONE,NE,742,NA,NA,742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BOONE,WV,98,3,3.061224489795918,98,3,3.061224489795918,NA,NA,NA,NA,NA,NA,NA,NA
BORDEN,TX,18,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BOSQUE,TX,380,2,0.5263157894736842,380,2,0.5263157894736842,NA,NA,NA,NA,NA,NA,NA,NA
BOSSIER,LA,3080,56,1.8181818181818181,3080,56,1.818181818181818,NA,NA,NA,NA,NA,NA,NA,NA
BOTETOURT,VA,490,9,1.8367346938775513,490,9,1.8367346938775513,NA,NA,NA,NA,NA,NA,NA,NA
BOTTINEAU,ND,682,NA,NA,682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BOULDER,CO,10200,360,3.5294117647058822,10200,360,3.5294117647058822,NA,NA,NA,NA,NA,NA,NA,NA
BOUNDARY,ID,161,4,2.484472049689441,161,4,2.484472049689441,NA,NA,NA,NA,NA,NA,NA,NA
BOURBON,KS,547,NA,NA,547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BOURBON,KY,537,2,0.37243947858473,537,2,0.37243947858473,NA,NA,NA,NA,NA,NA,NA,NA
BOWIE,TX,1960,11,0.5612244897959183,1960,11,0.5612244897959183,NA,NA,NA,NA,NA,NA,NA,NA
BOWMAN,ND,252,NA,NA,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BOX BUTTE,NE,388,1,0.25773195876288657,388,1,0.25773195876288657,NA,NA,NA,NA,NA,NA,NA,NA
BOX ELDER,UT,1005,3,0.2985074626865672,1005,3,0.2985074626865672,NA,NA,NA,NA,NA,NA,NA,NA
BOYD,KY,723,2,0.2766251728907331,723,2,0.2766251728907331,NA,NA,NA,NA,NA,NA,NA,NA
BOYD,NE,308,NA,NA,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BOYLE,KY,644,5,0.7763975155279503,644,5,0.7763975155279503,NA,NA,NA,NA,NA,NA,NA,NA
BRACKEN,KY,247,NA,NA,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRADFORD,FL,273,5,1.8315018315018317,273,5,1.8315018315018317,NA,NA,NA,NA,NA,NA,NA,NA
BRADFORD,PA,922,9,0.9761388286334056,922,9,0.9761388286334056,NA,NA,NA,NA,NA,NA,NA,NA
BRADLEY,AR,294,5,1.7006802721088436,294,5,1.7006802721088436,NA,NA,NA,NA,NA,NA,NA,NA
BRADLEY,TN,1556,16,1.0282776349614395,1556,16,1.0282776349614395,NA,NA,NA,NA,NA,NA,NA,NA
BRANCH,MI,688,3,0.436046511627907,688,3,0.436046511627907,NA,NA,NA,NA,NA,NA,NA,NA
BRANTLEY,GA,211,3,1.4218009478672986,211,3,1.4218009478672986,NA,NA,NA,NA,NA,NA,NA,NA
BRAXTON,WV,127,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRAZORIA,TX,7171,135,1.882582624459629,7171,135,1.882582624459629,NA,NA,NA,NA,NA,NA,NA,NA
BRAZOS,TX,3625,28,0.7724137931034483,3625,28,0.7724137931034483,NA,NA,NA,NA,NA,NA,NA,NA
BREATHITT,KY,134,NA,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRECKINRIDGE,KY,542,1,0.18450184501845018,542,1,0.18450184501845016,NA,NA,NA,NA,NA,NA,NA,NA
BREMER,IA,1089,2,0.18365472910927455,1089,2,0.18365472910927455,NA,NA,NA,NA,NA,NA,NA,NA
BREVARD,FL,10857,314,2.8921433176752323,10857,314,2.8921433176752323,NA,NA,NA,NA,NA,NA,NA,NA
BREWSTER,TX,183,NA,NA,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRISCOE,TX,75,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRISTOL,MA,9824,81,0.8245114006514658,9824,81,0.8245114006514658,NA,NA,NA,NA,NA,NA,NA,NA
BRISTOL,RI,1116,NA,NA,1116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRISTOL,VA,303,2,0.6600660066006601,303,2,0.6600660066006601,NA,NA,NA,NA,NA,NA,NA,NA
BRISTOL BAY,AK,57,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BROADWATER,MT,126,NA,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRONX,NY,33794,1126,3.331952417588921,33794,1126,3.331952417588921,NA,NA,NA,NA,NA,NA,NA,NA
BROOKE,WV,179,NA,NA,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BROOKINGS,SD,1199,NA,NA,1199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BROOKS,GA,397,5,1.2594458438287155,397,5,1.2594458438287155,NA,NA,NA,NA,NA,NA,NA,NA
BROOKS,TX,87,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BROOME,NY,3052,23,0.7536041939711665,3052,23,0.7536041939711665,NA,NA,NA,NA,NA,NA,NA,NA
BROOMFIELD,CO,1374,20,1.455604075691412,1374,20,1.455604075691412,NA,NA,NA,NA,NA,NA,NA,NA
BROWARD,FL,93700,3766,4.019210245464247,93700,3766,4.019210245464247,NA,NA,NA,NA,NA,NA,NA,NA
BROWN,IL,205,NA,NA,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BROWN,IN,249,4,1.6064257028112447,249,4,1.6064257028112447,NA,NA,NA,NA,NA,NA,NA,NA
BROWN,KS,598,NA,NA,598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BROWN,MN,1452,NA,NA,1452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BROWN,NE,336,NA,NA,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BROWN,OH,644,6,0.9316770186335404,644,6,0.9316770186335404,NA,NA,NA,NA,NA,NA,NA,NA
BROWN,SD,2031,NA,NA,2031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BROWN,TX,932,3,0.3218884120171674,932,3,0.3218884120171674,NA,NA,NA,NA,NA,NA,NA,NA
BROWN,WI,5201,109,2.095750817150548,5201,109,2.095750817150548,NA,NA,NA,NA,NA,NA,NA,NA
BRULE,SD,371,NA,NA,371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRUNSWICK,NC,1720,NA,NA,1720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BRUNSWICK,VA,226,8,3.5398230088495577,226,8,3.5398230088495577,NA,NA,NA,NA,NA,NA,NA,NA
BRYAN,GA,691,19,2.7496382054992763,691,19,2.7496382054992763,NA,NA,NA,NA,NA,NA,NA,NA
BRYAN,OK,1054,NA,NA,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUCHANAN,IA,960,2,0.20833333333333334,960,2,0.20833333333333337,NA,NA,NA,NA,NA,NA,NA,NA
BUCHANAN,MO,1457,8,0.5490734385724091,1457,8,0.5490734385724091,NA,NA,NA,NA,NA,NA,NA,NA
BUCHANAN,VA,210,NA,NA,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUCKINGHAM,VA,148,NA,NA,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUCKS,PA,14911,194,1.3010529139561398,14911,194,1.3010529139561398,NA,NA,NA,NA,NA,NA,NA,NA
BUENA VISTA,IA,1148,6,0.5226480836236934,1148,6,0.5226480836236934,NA,NA,NA,NA,NA,NA,NA,NA
BUENA VISTA CITY,VA,45,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUFFALO,NE,2297,6,0.26121027427078797,2297,6,0.26121027427078797,NA,NA,NA,NA,NA,NA,NA,NA
BUFFALO,SD,48,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUFFALO,WI,629,1,0.1589825119236884,629,1,0.1589825119236884,NA,NA,NA,NA,NA,NA,NA,NA
BULLITT,KY,830,11,1.3253012048192772,830,11,1.3253012048192772,NA,NA,NA,NA,NA,NA,NA,NA
BULLOCH,GA,1849,38,2.055164954029205,1849,38,2.055164954029205,NA,NA,NA,NA,NA,NA,NA,NA
BULLOCK,AL,216,5,2.314814814814815,216,5,2.314814814814815,NA,NA,NA,NA,NA,NA,NA,NA
BUNCOMBE,NC,6027,NA,NA,6027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUREAU,IL,1068,NA,NA,1068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BURKE,GA,627,25,3.9872408293460926,627,25,3.9872408293460926,NA,NA,NA,NA,NA,NA,NA,NA
BURKE,NC,795,NA,NA,795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BURKE,ND,175,NA,NA,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BURLEIGH,ND,2723,NA,NA,2723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BURLESON,TX,490,NA,NA,490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BURLINGTON,NJ,8310,118,1.4199759326113117,8310,118,1.4199759326113115,NA,NA,NA,NA,NA,NA,NA,NA
BURNET,TX,1046,3,0.28680688336520077,1046,3,0.28680688336520077,NA,NA,NA,NA,NA,NA,NA,NA
BURNETT,WI,330,NA,NA,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BURT,NE,528,1,0.1893939393939394,528,1,0.1893939393939394,NA,NA,NA,NA,NA,NA,NA,NA
BUTLER,AL,448,10,2.232142857142857,448,10,2.232142857142857,NA,NA,NA,NA,NA,NA,NA,NA
BUTLER,IA,854,NA,NA,854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUTLER,KS,1326,20,1.5082956259426847,1326,20,1.5082956259426847,NA,NA,NA,NA,NA,NA,NA,NA
BUTLER,KY,449,NA,NA,449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUTLER,MO,1299,2,0.15396458814472672,1299,2,0.15396458814472672,NA,NA,NA,NA,NA,NA,NA,NA
BUTLER,NE,767,NA,NA,767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUTLER,OH,5866,66,1.1251278554381179,5866,66,1.125127855438118,NA,NA,NA,NA,NA,NA,NA,NA
BUTLER,PA,3165,13,0.41074249605055296,3165,13,0.41074249605055296,NA,NA,NA,NA,NA,NA,NA,NA
BUTTE,CA,3151,NA,NA,3151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUTTE,ID,64,1,1.5625,64,1,1.5625,NA,NA,NA,NA,NA,NA,NA,NA
BUTTE,SD,461,NA,NA,461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUTTS,GA,901,12,1.3318534961154271,901,12,1.3318534961154271,NA,NA,NA,NA,NA,NA,NA,NA
CABARRUS,NC,3638,NA,NA,3638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CABELL,WV,1350,14,1.037037037037037,1350,14,1.037037037037037,NA,NA,NA,NA,NA,NA,NA,NA
CABO ROJO,PR,589,NA,NA,589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CACHE,UT,2186,16,0.7319304666056725,2186,16,0.7319304666056725,NA,NA,NA,NA,NA,NA,NA,NA
CADDO,LA,9664,121,1.252069536423841,9664,121,1.252069536423841,NA,NA,NA,NA,NA,NA,NA,NA
CADDO,OK,1172,NA,NA,1172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAGUAS,PR,2285,NA,NA,2285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALAVERAS,CA,642,NA,NA,642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALCASIEU,LA,4354,36,0.8268259072117593,4354,36,0.8268259072117593,NA,NA,NA,NA,NA,NA,NA,NA
CALDWELL,KY,277,1,0.36101083032490977,277,1,0.36101083032490977,NA,NA,NA,NA,NA,NA,NA,NA
CALDWELL,LA,304,2,0.6578947368421052,304,2,0.6578947368421052,NA,NA,NA,NA,NA,NA,NA,NA
CALDWELL,MO,344,NA,NA,344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALDWELL,NC,722,NA,NA,722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALDWELL,TX,487,9,1.8480492813141685,487,9,1.8480492813141685,NA,NA,NA,NA,NA,NA,NA,NA
CALEDONIA,VT,594,NA,NA,594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALHOUN,AL,1837,46,2.5040827436037016,1837,46,2.5040827436037016,NA,NA,NA,NA,NA,NA,NA,NA
CALHOUN,AR,78,1,1.282051282051282,78,1,1.282051282051282,NA,NA,NA,NA,NA,NA,NA,NA
CALHOUN,FL,176,2,1.1363636363636365,176,2,1.1363636363636365,NA,NA,NA,NA,NA,NA,NA,NA
CALHOUN,GA,207,NA,NA,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALHOUN,IA,791,1,0.12642225031605564,791,1,0.12642225031605564,NA,NA,NA,NA,NA,NA,NA,NA
CALHOUN,IL,143,NA,NA,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALHOUN,MI,1859,21,1.1296395911780528,1859,21,1.1296395911780528,NA,NA,NA,NA,NA,NA,NA,NA
CALHOUN,MS,413,NA,NA,413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALHOUN,SC,225,2,0.8888888888888888,225,2,0.8888888888888888,NA,NA,NA,NA,NA,NA,NA,NA
CALHOUN,TX,312,2,0.641025641025641,312,2,0.641025641025641,NA,NA,NA,NA,NA,NA,NA,NA
CALHOUN,WV,48,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALLAHAN,TX,299,1,0.33444816053511706,299,1,0.33444816053511706,NA,NA,NA,NA,NA,NA,NA,NA
CALLAWAY,MO,891,NA,NA,891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CALLOWAY,KY,1146,4,0.34904013961605584,1146,4,0.34904013961605584,NA,NA,NA,NA,NA,NA,NA,NA
CALUMET,WI,762,17,2.2309711286089238,762,17,2.230971128608924,NA,NA,NA,NA,NA,NA,NA,NA
CALVERT,MD,1233,20,1.6220600162206,1233,20,1.6220600162206,NA,NA,NA,NA,NA,NA,NA,NA
CAMAS,ID,22,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMBRIA,PA,1961,15,0.7649158592554819,1961,15,0.7649158592554819,NA,NA,NA,NA,NA,NA,NA,NA
CAMDEN,GA,623,22,3.5313001605136436,623,22,3.5313001605136436,NA,NA,NA,NA,NA,NA,NA,NA
CAMDEN,MO,1292,NA,NA,1292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMDEN,NC,89,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMDEN,NJ,9978,158,1.5834836640609342,9978,158,1.5834836640609342,NA,NA,NA,NA,NA,NA,NA,NA
CAMERON,LA,94,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMERON,PA,54,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMERON,TX,6232,130,2.086007702182285,6232,130,2.086007702182285,NA,NA,NA,NA,NA,NA,NA,NA
CAMP,TX,229,2,0.8733624454148471,229,2,0.8733624454148471,NA,NA,NA,NA,NA,NA,NA,NA
CAMPBELL,KY,1255,12,0.9561752988047808,1255,12,0.9561752988047808,NA,NA,NA,NA,NA,NA,NA,NA
CAMPBELL,SD,206,NA,NA,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAMPBELL,TN,687,5,0.727802037845706,687,5,0.727802037845706,NA,NA,NA,NA,NA,NA,NA,NA
CAMPBELL,VA,607,9,1.4827018121911038,607,9,1.4827018121911038,NA,NA,NA,NA,NA,NA,NA,NA
CAMPBELL,WY,1260,4,0.31746031746031744,1260,4,0.31746031746031744,NA,NA,NA,NA,NA,NA,NA,NA
CAMUY,PR,309,NA,NA,309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANADIAN,OK,2802,21,0.7494646680942184,2802,21,0.7494646680942184,NA,NA,NA,NA,NA,NA,NA,NA
CANDLER,GA,334,1,0.29940119760479045,334,1,0.29940119760479045,NA,NA,NA,NA,NA,NA,NA,NA
CANNON,TN,169,1,0.591715976331361,169,1,0.591715976331361,NA,NA,NA,NA,NA,NA,NA,NA
CANOVANAS,PR,428,1,0.23364485981308408,428,1,0.23364485981308408,NA,NA,NA,NA,NA,NA,NA,NA
CANYON,ID,3166,11,0.3474415666456096,3166,11,0.3474415666456096,NA,NA,NA,NA,NA,NA,NA,NA
CAPE GIRARDEAU,MO,2450,5,0.20408163265306123,2450,5,0.20408163265306123,NA,NA,NA,NA,NA,NA,NA,NA
CAPE MAY,NJ,2800,51,1.8214285714285714,2800,51,1.8214285714285712,NA,NA,NA,NA,NA,NA,NA,NA
CARBON,MT,392,NA,NA,392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CARBON,PA,706,8,1.13314447592068,706,8,1.13314447592068,NA,NA,NA,NA,NA,NA,NA,NA
CARBON,UT,331,3,0.906344410876133,331,3,0.906344410876133,NA,NA,NA,NA,NA,NA,NA,NA
CARBON,WY,301,NA,NA,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CARIBOU,ID,123,NA,NA,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CARLISLE,KY,160,NA,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CARLTON,MN,503,1,0.19880715705765406,503,1,0.1988071570576541,NA,NA,NA,NA,NA,NA,NA,NA
CAROLINA,PR,1996,NA,NA,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAROLINE,MD,555,3,0.5405405405405406,555,3,0.5405405405405406,NA,NA,NA,NA,NA,NA,NA,NA
CAROLINE,VA,319,5,1.5673981191222568,319,5,1.5673981191222568,NA,NA,NA,NA,NA,NA,NA,NA
CARROLL,AR,982,3,0.30549898167006106,982,3,0.30549898167006106,NA,NA,NA,NA,NA,NA,NA,NA
CARROLL,GA,2624,69,2.629573170731707,2624,69,2.629573170731707,NA,NA,NA,NA,NA,NA,NA,NA
CARROLL,IA,1856,1,0.05387931034482758,1856,1,0.05387931034482758,NA,NA,NA,NA,NA,NA,NA,NA
CARROLL,IL,650,1,0.15384615384615385,650,1,0.15384615384615383,NA,NA,NA,NA,NA,NA,NA,NA
CARROLL,IN,437,2,0.4576659038901602,437,2,0.4576659038901602,NA,NA,NA,NA,NA,NA,NA,NA
CARROLL,KY,168,1,0.5952380952380952,168,1,0.5952380952380952,NA,NA,NA,NA,NA,NA,NA,NA
CARROLL,MD,2786,56,2.0100502512562812,2786,56,2.0100502512562812,NA,NA,NA,NA,NA,NA,NA,NA
CARROLL,MO,567,NA,NA,567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CARROLL,MS,252,1,0.3968253968253968,252,1,0.3968253968253968,NA,NA,NA,NA,NA,NA,NA,NA
CARROLL,NH,1266,8,0.631911532385466,1266,8,0.631911532385466,NA,NA,NA,NA,NA,NA,NA,NA
CARROLL,OH,277,NA,NA,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CARROLL,TN,484,2,0.4132231404958678,484,2,0.4132231404958678,NA,NA,NA,NA,NA,NA,NA,NA
CARROLL,VA,348,5,1.4367816091954022,348,5,1.4367816091954022,NA,NA,NA,NA,NA,NA,NA,NA
CARSON,TX,150,1,0.6666666666666667,150,1,0.6666666666666667,NA,NA,NA,NA,NA,NA,NA,NA
CARSON CITY,NV,1108,NA,NA,1108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CARTER,KY,407,1,0.2457002457002457,407,1,0.2457002457002457,NA,NA,NA,NA,NA,NA,NA,NA
CARTER,MO,244,NA,NA,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CARTER,MT,144,NA,NA,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CARTER,OK,1546,3,0.19404915912031048,1546,3,0.19404915912031048,NA,NA,NA,NA,NA,NA,NA,NA
CARTER,TN,459,5,1.0893246187363834,459,5,1.0893246187363834,NA,NA,NA,NA,NA,NA,NA,NA
CARTERET,NC,1146,NA,NA,1146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CARVER,MN,2436,16,0.6568144499178982,2436,16,0.6568144499178982,NA,NA,NA,NA,NA,NA,NA,NA
CASCADE,MT,1621,3,0.1850709438618137,1621,3,0.1850709438618137,NA,NA,NA,NA,NA,NA,NA,NA
CASEY,KY,523,3,0.5736137667304015,523,3,0.5736137667304015,NA,NA,NA,NA,NA,NA,NA,NA
CASS,IA,717,NA,NA,717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CASS,IL,401,NA,NA,401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CASS,IN,603,6,0.9950248756218906,603,6,0.9950248756218906,NA,NA,NA,NA,NA,NA,NA,NA
CASS,MI,558,1,0.17921146953405018,558,1,0.17921146953405018,NA,NA,NA,NA,NA,NA,NA,NA
CASS,MN,723,1,0.13831258644536654,723,1,0.13831258644536654,NA,NA,NA,NA,NA,NA,NA,NA
CASS,MO,1881,21,1.1164274322169059,1881,21,1.116427432216906,NA,NA,NA,NA,NA,NA,NA,NA
CASS,ND,5482,NA,NA,5482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CASS,NE,725,2,0.27586206896551724,725,2,0.27586206896551724,NA,NA,NA,NA,NA,NA,NA,NA
CASS,TX,481,2,0.4158004158004158,481,2,0.4158004158004158,NA,NA,NA,NA,NA,NA,NA,NA
CASSIA,ID,651,NA,NA,651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CASTRO,TX,375,1,0.26666666666666666,375,1,0.26666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
CASWELL,NC,193,NA,NA,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CATAHOULA,LA,325,3,0.9230769230769231,325,3,0.9230769230769232,NA,NA,NA,NA,NA,NA,NA,NA
CATANO,PR,250,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CATAWBA,NC,2458,NA,NA,2458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CATOOSA,GA,762,18,2.3622047244094486,762,18,2.3622047244094486,NA,NA,NA,NA,NA,NA,NA,NA
CATRON,NM,36,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CATTARAUGUS,NY,940,11,1.1702127659574468,940,11,1.1702127659574468,NA,NA,NA,NA,NA,NA,NA,NA
CAVALIER,ND,459,NA,NA,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAYEY,PR,484,NA,NA,484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAYUGA,NY,1205,3,0.24896265560165973,1205,3,0.24896265560165973,NA,NA,NA,NA,NA,NA,NA,NA
CECIL,MD,1129,19,1.6829052258635961,1129,19,1.682905225863596,NA,NA,NA,NA,NA,NA,NA,NA
CEDAR,IA,845,1,0.1183431952662722,845,1,0.1183431952662722,NA,NA,NA,NA,NA,NA,NA,NA
CEDAR,MO,518,NA,NA,518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEDAR,NE,1096,8,0.7299270072992701,1096,8,0.7299270072992701,NA,NA,NA,NA,NA,NA,NA,NA
CEIBA,PR,100,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CENTRE,PA,2156,11,0.5102040816326531,2156,11,0.5102040816326531,NA,NA,NA,NA,NA,NA,NA,NA
CERRO GORDO,IA,1605,NA,NA,1605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHAFFEE,CO,582,3,0.5154639175257731,582,3,0.5154639175257731,NA,NA,NA,NA,NA,NA,NA,NA
CHAMBERS,AL,1018,16,1.5717092337917484,1018,16,1.5717092337917484,NA,NA,NA,NA,NA,NA,NA,NA
CHAMBERS,TX,618,5,0.8090614886731391,618,5,0.8090614886731391,NA,NA,NA,NA,NA,NA,NA,NA
CHAMPAIGN,IL,5035,43,0.8540218470705064,5035,43,0.8540218470705064,NA,NA,NA,NA,NA,NA,NA,NA
CHAMPAIGN,OH,587,2,0.34071550255536626,587,2,0.34071550255536626,NA,NA,NA,NA,NA,NA,NA,NA
CHARITON,MO,561,1,0.17825311942959002,561,1,0.17825311942959002,NA,NA,NA,NA,NA,NA,NA,NA
CHARLES,MD,2937,55,1.8726591760299627,2937,55,1.872659176029963,NA,NA,NA,NA,NA,NA,NA,NA
CHARLES CITY,VA,85,1,1.1764705882352942,85,1,1.1764705882352942,NA,NA,NA,NA,NA,NA,NA,NA
CHARLES MIX,SD,898,NA,NA,898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHARLESTON,SC,13096,319,2.435858277336591,13096,319,2.435858277336591,NA,NA,NA,NA,NA,NA,NA,NA
CHARLEVOIX,MI,545,2,0.3669724770642202,545,2,0.3669724770642202,NA,NA,NA,NA,NA,NA,NA,NA
CHARLOTTE,FL,3222,108,3.35195530726257,3222,108,3.35195530726257,NA,NA,NA,NA,NA,NA,NA,NA
CHARLOTTE,VA,169,8,4.733727810650888,169,8,4.733727810650888,NA,NA,NA,NA,NA,NA,NA,NA
CHARLOTTESVILLE CITY,VA,1647,27,1.639344262295082,1647,27,1.639344262295082,NA,NA,NA,NA,NA,NA,NA,NA
CHARLTON,GA,107,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHASE,KS,128,NA,NA,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHASE,NE,459,NA,NA,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHATHAM,GA,8884,235,2.645204862674471,8884,235,2.645204862674471,NA,NA,NA,NA,NA,NA,NA,NA
CHATHAM,NC,1157,NA,NA,1157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHATTAHOOCHEE,GA,56,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHATTOOGA,GA,333,1,0.3003003003003003,333,1,0.3003003003003003,NA,NA,NA,NA,NA,NA,NA,NA
CHAUTAUQUA,KS,182,NA,NA,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHAUTAUQUA,NY,1689,20,1.1841326228537596,1689,20,1.1841326228537596,NA,NA,NA,NA,NA,NA,NA,NA
CHAVES,NM,836,7,0.8373205741626795,836,7,0.8373205741626795,NA,NA,NA,NA,NA,NA,NA,NA
CHEATHAM,TN,589,14,2.3769100169779285,589,14,2.3769100169779285,NA,NA,NA,NA,NA,NA,NA,NA
CHEBOYGAN,MI,444,2,0.45045045045045046,444,2,0.45045045045045046,NA,NA,NA,NA,NA,NA,NA,NA
CHELAN,WA,1983,16,0.8068582955118508,1983,16,0.8068582955118508,NA,NA,NA,NA,NA,NA,NA,NA
CHEMUNG,NY,1160,6,0.5172413793103449,1160,6,0.5172413793103449,NA,NA,NA,NA,NA,NA,NA,NA
