project_county_name,project_state,total_loans,kabbage_loans,percent_kabbage_loans,total_loans.x,kabbage_loans.x,percent_kabbage_loans.x,project_county_name.y.y,total_loans.y,kabbage_loans.y,percent_kabbage_loans.y,state_code,state_name,county_code,fips_code
DELTA,MI,830,NA,NA,830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DELTA,TX,102,1,0.9803921568627451,102,1,0.9803921568627452,NA,NA,NA,NA,NA,NA,NA,NA
DENALI,AK,84,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENT,MO,460,1,0.21739130434782608,460,1,0.21739130434782608,NA,NA,NA,NA,NA,NA,NA,NA
DENTON,TX,18382,320,1.740833424001741,18382,320,1.740833424001741,NA,NA,NA,NA,NA,NA,NA,NA
DENVER,CO,21235,344,1.6199670355545088,21235,344,1.6199670355545088,NA,NA,NA,NA,NA,NA,NA,NA
DES MOINES,IA,1110,2,0.18018018018018017,1110,2,0.18018018018018017,NA,NA,NA,NA,NA,NA,NA,NA
DESCHUTES,OR,5117,54,1.0553058432675395,5117,54,1.0553058432675395,NA,NA,NA,NA,NA,NA,NA,NA
DESHA,AR,629,2,0.3179650238473768,629,2,0.3179650238473768,NA,NA,NA,NA,NA,NA,NA,NA
DESOTO,MS,5749,117,2.0351365454861714,5749,117,2.0351365454861714,NA,NA,NA,NA,NA,NA,NA,NA
DEUEL,NE,129,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEUEL,SD,550,NA,NA,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEWEY,OK,539,NA,NA,539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEWEY,SD,388,NA,NA,388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEWITT,IL,348,1,0.28735632183908044,348,1,0.28735632183908044,NA,NA,NA,NA,NA,NA,NA,NA
DICKENS,TX,43,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DICKENSON,VA,118,1,0.847457627118644,118,1,0.847457627118644,NA,NA,NA,NA,NA,NA,NA,NA
DICKEY,ND,430,NA,NA,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DICKINSON,IA,1141,NA,NA,1141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DICKINSON,KS,770,4,0.5194805194805194,770,4,0.5194805194805194,NA,NA,NA,NA,NA,NA,NA,NA
DICKINSON,MI,527,NA,NA,527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DICKSON,TN,915,5,0.546448087431694,915,5,0.546448087431694,NA,NA,NA,NA,NA,NA,NA,NA
DILLINGHAM,AK,89,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DILLON,SC,463,11,2.375809935205184,463,11,2.375809935205184,NA,NA,NA,NA,NA,NA,NA,NA
DIMMIT,TX,97,NA,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DINWIDDIE,VA,301,NA,NA,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DISTRICT OF COLUMBIA,DC,20791,498,2.3952671829156844,20791,498,2.3952671829156844,NA,NA,NA,NA,NA,NA,NA,NA
DIVIDE,ND,228,NA,NA,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DIXIE,FL,148,2,1.3513513513513513,148,2,1.351351351351351,NA,NA,NA,NA,NA,NA,NA,NA
DIXON,NE,436,4,0.9174311926605505,436,4,0.9174311926605504,NA,NA,NA,NA,NA,NA,NA,NA
DODDRIDGE,WV,31,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DODGE,GA,580,7,1.206896551724138,580,7,1.206896551724138,NA,NA,NA,NA,NA,NA,NA,NA
DODGE,MN,708,1,0.14124293785310735,708,1,0.14124293785310735,NA,NA,NA,NA,NA,NA,NA,NA
DODGE,NE,1294,5,0.38639876352395675,1294,5,0.38639876352395675,NA,NA,NA,NA,NA,NA,NA,NA
DODGE,WI,1694,12,0.70838252656434475,1694,12,0.70838252656434475,NA,NA,NA,NA,NA,NA,NA,NA
DOLORES,CO,77,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DONA ANA,NM,2851,56,1.9642230796211857,2851,56,1.9642230796211857,NA,NA,NA,NA,NA,NA,NA,NA
DONIPHAN,KS,422,NA,NA,422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DONLEY,TX,122,NA,NA,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOOLY,GA,467,17,3.640256959314775,467,17,3.640256959314775,NA,NA,NA,NA,NA,NA,NA,NA
DOOR,WI,1195,5,0.41841004184100417,1195,5,0.41841004184100417,NA,NA,NA,NA,NA,NA,NA,NA
DORADO,PR,742,1,0.13477088948787064,742,1,0.13477088948787064,NA,NA,NA,NA,NA,NA,NA,NA
DORCHESTER,MD,732,3,0.4098360655737705,732,3,0.4098360655737705,NA,NA,NA,NA,NA,NA,NA,NA
DORCHESTER,SC,2953,70,2.3704707077548255,2953,70,2.3704707077548255,NA,NA,NA,NA,NA,NA,NA,NA
DOUGHERTY,GA,4746,160,3.37126000842815,4746,160,3.37126000842815,NA,NA,NA,NA,NA,NA,NA,NA
DOUGLAS,CO,7120,103,1.446629213483146,7120,103,1.446629213483146,NA,NA,NA,NA,NA,NA,NA,NA
DOUGLAS,GA,6685,208,3.111443530291698,6685,208,3.111443530291698,NA,NA,NA,NA,NA,NA,NA,NA
DOUGLAS,IL,513,NA,NA,513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOUGLAS,KS,2518,15,0.5957108816521048,2518,15,0.5957108816521048,NA,NA,NA,NA,NA,NA,NA,NA
DOUGLAS,MN,1547,NA,NA,1547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOUGLAS,MO,594,1,0.16835016835016833,594,1,0.16835016835016833,NA,NA,NA,NA,NA,NA,NA,NA
DOUGLAS,NE,13131,78,0.5940141649531643,13131,78,0.5940141649531643,NA,NA,NA,NA,NA,NA,NA,NA
DOUGLAS,NV,1002,NA,NA,1002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOUGLAS,OR,1343,7,0.5212211466865228,1343,7,0.5212211466865228,NA,NA,NA,NA,NA,NA,NA,NA
DOUGLAS,SD,424,NA,NA,424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOUGLAS,WA,532,5,0.9398496240601504,532,5,0.9398496240601504,NA,NA,NA,NA,NA,NA,NA,NA
DOUGLAS,WI,637,NA,NA,637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DREW,AR,555,1,0.18018018018018017,555,1,0.18018018018018017,NA,NA,NA,NA,NA,NA,NA,NA
DUBOIS,IN,1078,3,0.27829313543599254,1078,3,0.27829313543599254,NA,NA,NA,NA,NA,NA,NA,NA
DUBUQUE,IA,3434,9,0.262085032032615,3434,9,0.262085032032615,NA,NA,NA,NA,NA,NA,NA,NA
DUCHESNE,UT,537,NA,NA,537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DUKES,MA,999,1,0.10010010010010009,999,1,0.10010010010010008,NA,NA,NA,NA,NA,NA,NA,NA
DUNDY,NE,197,NA,NA,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DUNKLIN,MO,573,NA,NA,573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DUNN,ND,476,NA,NA,476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DUNN,WI,1091,2,0.18331805682859761,1091,2,0.1833180568285976,NA,NA,NA,NA,NA,NA,NA,NA
DUPAGE,IL,29419,528,1.7947584894116049,29419,528,1.7947584894116049,NA,NA,NA,NA,NA,NA,NA,NA
DUPLIN,NC,889,NA,NA,889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DURHAM,NC,6077,NA,NA,6077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DUTCHESS,NY,5835,96,1.6452442159383032,5835,96,1.6452442159383032,NA,NA,NA,NA,NA,NA,NA,NA
DUVAL,FL,24563,662,2.6951105321011277,24563,662,2.6951105321011277,NA,NA,NA,NA,NA,NA,NA,NA
DUVAL,TX,160,1,0.625,160,1,0.625,NA,NA,NA,NA,NA,NA,NA,NA
DYER,TN,835,3,0.3592814371257485,835,3,0.3592814371257485,NA,NA,NA,NA,NA,NA,NA,NA
EAGLE,CO,2518,14,0.5559968228752978,2518,14,0.5559968228752978,NA,NA,NA,NA,NA,NA,NA,NA
EARLY,GA,480,7,1.4583333333333333,480,7,1.4583333333333333,NA,NA,NA,NA,NA,NA,NA,NA
EAST BATON ROUGE,LA,17639,228,1.2925902828958558,17639,228,1.2925902828958558,NA,NA,NA,NA,NA,NA,NA,NA
EAST CARROLL,LA,366,3,0.819672131147541,366,3,0.819672131147541,NA,NA,NA,NA,NA,NA,NA,NA
EAST FELICIANA,LA,485,6,1.2371134020618557,485,6,1.2371134020618555,NA,NA,NA,NA,NA,NA,NA,NA
EASTLAND,TX,418,3,0.7177033492822966,418,3,0.7177033492822966,NA,NA,NA,NA,NA,NA,NA,NA
EATON,MI,1818,10,0.5500550055005501,1818,10,0.5500550055005501,NA,NA,NA,NA,NA,NA,NA,NA
EAU CLAIRE,WI,2093,5,0.23889154323936934,2093,5,0.23889154323936937,NA,NA,NA,NA,NA,NA,NA,NA
ECHOLS,GA,32,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ECTOR,TX,4129,89,2.1554855897311698,4129,89,2.1554855897311698,NA,NA,NA,NA,NA,NA,NA,NA
EDDY,ND,232,NA,NA,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EDDY,NM,1061,2,0.1885014137606032,1061,2,0.1885014137606032,NA,NA,NA,NA,NA,NA,NA,NA
EDGAR,IL,541,2,0.36968576709796674,541,2,0.36968576709796674,NA,NA,NA,NA,NA,NA,NA,NA
EDGECOMBE,NC,793,NA,NA,793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EDGEFIELD,SC,349,4,1.146131805157593,349,4,1.146131805157593,NA,NA,NA,NA,NA,NA,NA,NA
EDMONSON,KY,290,NA,NA,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EDMUNDS,SD,469,NA,NA,469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EDWARDS,IL,226,NA,NA,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EDWARDS,KS,231,NA,NA,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EDWARDS,TX,31,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EFFINGHAM,GA,842,19,2.2565320665083135,842,19,2.2565320665083135,NA,NA,NA,NA,NA,NA,NA,NA
EFFINGHAM,IL,1726,3,0.17381228273464658,1726,3,0.17381228273464658,NA,NA,NA,NA,NA,NA,NA,NA
EL DORADO,CA,3470,NA,NA,3470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EL PASO,CO,11552,195,1.6880193905817173,11552,195,1.6880193905817171,NA,NA,NA,NA,NA,NA,NA,NA
EL PASO,TX,10715,209,1.950536630891274,10715,209,1.950536630891274,NA,NA,NA,NA,NA,NA,NA,NA
ELBERT,CO,441,10,2.2675736961451247,441,10,2.2675736961451247,NA,NA,NA,NA,NA,NA,NA,NA
ELBERT,GA,491,3,0.6109979633401221,491,3,0.6109979633401221,NA,NA,NA,NA,NA,NA,NA,NA
ELK,KS,164,NA,NA,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ELK,PA,527,3,0.5692599620493358,527,3,0.5692599620493358,NA,NA,NA,NA,NA,NA,NA,NA
ELKHART,IN,3059,83,2.713305001634521,3059,83,2.713305001634521,NA,NA,NA,NA,NA,NA,NA,NA
ELKO,NV,588,NA,NA,588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ELLIOTT,KY,112,NA,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ELLIS,KS,1314,5,0.380517503805175,1314,5,0.380517503805175,NA,NA,NA,NA,NA,NA,NA,NA
ELLIS,OK,318,NA,NA,318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ELLIS,TX,3809,91,2.3890784982935154,3809,91,2.3890784982935154,NA,NA,NA,NA,NA,NA,NA,NA
ELLSWORTH,KS,287,NA,NA,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ELMORE,AL,1311,8,0.6102212051868803,1311,8,0.6102212051868803,NA,NA,NA,NA,NA,NA,NA,NA
ELMORE,ID,249,1,0.4016064257028112,249,1,0.4016064257028112,NA,NA,NA,NA,NA,NA,NA,NA
EMANUEL,GA,735,13,1.7687074829931975,735,13,1.7687074829931977,NA,NA,NA,NA,NA,NA,NA,NA
EMERY,UT,225,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMMET,IA,546,NA,NA,546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMMET,MI,978,6,0.6134969325153374,978,6,0.6134969325153374,NA,NA,NA,NA,NA,NA,NA,NA
EMMONS,ND,402,NA,NA,402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMPORIA,VA,156,3,1.9230769230769231,156,3,1.9230769230769231,NA,NA,NA,NA,NA,NA,NA,NA
ERATH,TX,920,18,1.956521739130435,920,18,1.956521739130435,NA,NA,NA,NA,NA,NA,NA,NA
ERIE,NY,17749,158,0.890190996675869,17749,158,0.890190996675869,NA,NA,NA,NA,NA,NA,NA,NA
ERIE,OH,1637,12,0.7330482590103848,1637,12,0.7330482590103848,NA,NA,NA,NA,NA,NA,NA,NA
ERIE,PA,3951,38,0.961781827385472,3951,38,0.961781827385472,NA,NA,NA,NA,NA,NA,NA,NA
ESCAMBIA,AL,859,9,1.0477299185098952,859,9,1.0477299185098952,NA,NA,NA,NA,NA,NA,NA,NA
ESCAMBIA,FL,6428,143,2.224642190416926,6428,143,2.224642190416926,NA,NA,NA,NA,NA,NA,NA,NA
ESMERALDA,NV,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ESSEX,MA,18862,266,1.4102428162443008,18862,266,1.4102428162443008,NA,NA,NA,NA,NA,NA,NA,NA
ESSEX,NJ,21723,653,3.0060304746121624,21723,653,3.0060304746121624,NA,NA,NA,NA,NA,NA,NA,NA
ESSEX,NY,664,2,0.30120481927710846,664,2,0.30120481927710846,NA,NA,NA,NA,NA,NA,NA,NA
ESSEX,VA,189,1,0.5291005291005291,189,1,0.5291005291005291,NA,NA,NA,NA,NA,NA,NA,NA
ESSEX,VT,73,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ESTILL,KY,184,NA,NA,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ETOWAH,AL,1799,45,2.501389660922735,1799,45,2.501389660922735,NA,NA,NA,NA,NA,NA,NA,NA
EUREKA,NV,26,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EVANGELINE,LA,574,4,0.6968641114982579,574,4,0.6968641114982579,NA,NA,NA,NA,NA,NA,NA,NA
EVANS,GA,238,3,1.2605042016806722,238,3,1.2605042016806722,NA,NA,NA,NA,NA,NA,NA,NA
FAIRBANKS NORTH STAR,AK,1794,1,0.055741360089186176,1794,1,0.05574136008918617,NA,NA,NA,NA,NA,NA,NA,NA
FAIRFAX,VA,25801,628,2.434014185496686,25801,628,2.434014185496686,NA,NA,NA,NA,NA,NA,NA,NA
FAIRFAX CITY,VA,1169,8,0.6843455945252352,1169,8,0.6843455945252352,NA,NA,NA,NA,NA,NA,NA,NA
FAIRFIELD,CT,26773,537,2.0057520636462107,26773,537,2.0057520636462107,NA,NA,NA,NA,NA,NA,NA,NA
FAIRFIELD,OH,2566,28,1.0911925175370227,2566,28,1.0911925175370227,NA,NA,NA,NA,NA,NA,NA,NA
FAIRFIELD,SC,415,6,1.4457831325301205,415,6,1.4457831325301205,NA,NA,NA,NA,NA,NA,NA,NA
FAJARDO,PR,417,NA,NA,417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALL RIVER,SD,229,NA,NA,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALLON,MT,218,NA,NA,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALLS,TX,400,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALLS CHURCH CITY,VA,692,15,2.167630057803468,692,15,2.167630057803468,NA,NA,NA,NA,NA,NA,NA,NA
FANNIN,GA,456,9,1.9736842105263157,456,9,1.9736842105263157,NA,NA,NA,NA,NA,NA,NA,NA
FANNIN,TX,534,6,1.1235955056179776,534,6,1.1235955056179776,NA,NA,NA,NA,NA,NA,NA,NA
FARIBAULT,MN,930,NA,NA,930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAULK,SD,291,NA,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAULKNER,AR,2337,11,0.47068891741548996,2337,11,0.4706889174154899,NA,NA,NA,NA,NA,NA,NA,NA
FAUQUIER,VA,1395,22,1.5770609318996418,1395,22,1.5770609318996418,NA,NA,NA,NA,NA,NA,NA,NA
FAYETTE,AL,253,14,5.533596837944664,253,14,5.533596837944664,NA,NA,NA,NA,NA,NA,NA,NA
FAYETTE,GA,4155,155,3.730445246690734,4155,155,3.730445246690734,NA,NA,NA,NA,NA,NA,NA,NA
FAYETTE,IA,1072,1,0.09328358208955223,1072,1,0.09328358208955224,NA,NA,NA,NA,NA,NA,NA,NA
FAYETTE,IL,794,1,0.12594458438287154,794,1,0.12594458438287154,NA,NA,NA,NA,NA,NA,NA,NA
FAYETTE,IN,257,2,0.7782101167315175,257,2,0.7782101167315175,NA,NA,NA,NA,NA,NA,NA,NA
FAYETTE,KY,7025,62,0.8825622775800712,7025,62,0.8825622775800712,NA,NA,NA,NA,NA,NA,NA,NA
FAYETTE,OH,445,3,0.6741573033707865,445,3,0.6741573033707865,NA,NA,NA,NA,NA,NA,NA,NA
FAYETTE,PA,1658,7,0.4221954161640531,1658,7,0.4221954161640531,NA,NA,NA,NA,NA,NA,NA,NA
FAYETTE,TN,1122,16,1.4260249554367201,1122,16,1.42602495543672,NA,NA,NA,NA,NA,NA,NA,NA
FAYETTE,TX,904,NA,NA,904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAYETTE,WV,432,7,1.6203703703703702,432,7,1.6203703703703702,NA,NA,NA,NA,NA,NA,NA,NA
FENTRESS,TN,581,NA,NA,581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FERGUS,MT,650,NA,NA,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FERRY,WA,51,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FILLMORE,MN,1290,NA,NA,1290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FILLMORE,NE,664,NA,NA,664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FINNEY,KS,1355,8,0.5904059040590406,1355,8,0.5904059040590406,NA,NA,NA,NA,NA,NA,NA,NA
FISHER,TX,207,NA,NA,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FLAGLER,FL,1936,55,2.840909090909091,1936,55,2.840909090909091,NA,NA,NA,NA,NA,NA,NA,NA
FLATHEAD,MT,2494,6,0.24057738572574178,2494,6,0.24057738572574175,NA,NA,NA,NA,NA,NA,NA,NA
FLEMING,KY,665,2,0.30075187969924816,665,2,0.30075187969924816,NA,NA,NA,NA,NA,NA,NA,NA
FLORENCE,SC,3654,134,3.6672140120415984,3654,134,3.6672140120415984,NA,NA,NA,NA,NA,NA,NA,NA
FLORENCE,WI,66,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FLORIDA,PR,119,NA,NA,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FLOYD,GA,2346,30,1.278772378516624,2346,30,1.278772378516624,NA,NA,NA,NA,NA,NA,NA,NA
FLOYD,IA,908,4,0.4405286343612335,908,4,0.4405286343612335,NA,NA,NA,NA,NA,NA,NA,NA
FLOYD,IN,1162,7,0.6024096385542169,1162,7,0.6024096385542169,NA,NA,NA,NA,NA,NA,NA,NA
FLOYD,KY,485,1,0.2061855670103093,485,1,0.2061855670103093,NA,NA,NA,NA,NA,NA,NA,NA
FLOYD,TX,193,NA,NA,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FLOYD,VA,252,4,1.5873015873015872,252,4,1.5873015873015872,NA,NA,NA,NA,NA,NA,NA,NA
FLUVANNA,VA,275,1,0.36363636363636365,275,1,0.3636363636363637,NA,NA,NA,NA,NA,NA,NA,NA
FOARD,TX,67,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FOND DU LAC,WI,1886,22,1.166489925768823,1886,22,1.166489925768823,NA,NA,NA,NA,NA,NA,NA,NA
FORD,IL,537,1,0.186219739292365,537,1,0.186219739292365,NA,NA,NA,NA,NA,NA,NA,NA
FORD,KS,1059,6,0.56657223796034,1059,6,0.56657223796034,NA,NA,NA,NA,NA,NA,NA,NA
FOREST,PA,42,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FOREST,WI,235,3,1.276595744680851,235,3,1.276595744680851,NA,NA,NA,NA,NA,NA,NA,NA
FORREST,MS,2249,13,0.5780346820809248,2249,13,0.5780346820809248,NA,NA,NA,NA,NA,NA,NA,NA
FORSYTH,GA,5185,114,2.198649951783992,5185,114,2.198649951783992,NA,NA,NA,NA,NA,NA,NA,NA
FORSYTH,NC,6475,NA,NA,6475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FORT BEND,TX,23360,607,2.598458904109589,23360,607,2.598458904109589,NA,NA,NA,NA,NA,NA,NA,NA
FOSTER,ND,326,NA,NA,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FOUNTAIN,IN,346,NA,NA,346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FRANKLIN,AL,546,4,0.7326007326007326,546,4,0.7326007326007326,NA,NA,NA,NA,NA,NA,NA,NA
FRANKLIN,AR,353,NA,NA,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FRANKLIN,FL,259,NA,NA,259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FRANKLIN,GA,482,4,0.8298755186721992,482,4,0.8298755186721992,NA,NA,NA,NA,NA,NA,NA,NA
FRANKLIN,IA,707,NA,NA,707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FRANKLIN,ID,276,4,1.4492753623188406,276,4,1.4492753623188406,NA,NA,NA,NA,NA,NA,NA,NA
FRANKLIN,IL,660,3,0.45454545454545453,660,3,0.4545454545454546,NA,NA,NA,NA,NA,NA,NA,NA
FRANKLIN,IN,584,6,1.0273972602739725,584,6,1.0273972602739725,NA,NA,NA,NA,NA,NA,NA,NA
FRANKLIN,KS,678,3,0.4424778761061947,678,3,0.4424778761061947,NA,NA,NA,NA,NA,NA,NA,NA
FRANKLIN,KY,832,8,0.9615384615384616,832,8,0.9615384615384616,NA,NA,NA,NA,NA,NA,NA,NA
FRANKLIN,LA,800,12,1.5,800,12,1.5,NA,NA,NA,NA,NA,NA,NA,NA
FRANKLIN,MA,1132,28,2.4734982332155475,1132,28,2.4734982332155475,NA,NA,NA,NA,NA,NA,NA,NA
FRANKLIN,ME,574,5,0.8710801393728222,574,5,0.8710801393728222,NA,NA,NA,NA,NA,NA,NA,NA
FRANKLIN,MO,2333,4,0.17145306472353192,2333,4,0.17145306472353192,NA,NA,NA,NA,NA,NA,NA,NA
FRANKLIN,MS,190,NA,NA,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FRANKLIN,NC,746,NA,NA,746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FRANKLIN,NE,362,NA,NA,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FRANKLIN,NY,586,2,0.3412969283276451,586,2,0.3412969283276451,NA,NA,NA,NA,NA,NA,NA,NA
FRANKLIN,OH,33000,646,1.9575757575757575,33000,646,1.9575757575757575,NA,NA,NA,NA,NA,NA,NA,NA
FRANKLIN,PA,2147,12,0.5589194224499302,2147,12,0.5589194224499302,NA,NA,NA,NA,NA,NA,NA,NA
FRANKLIN,TN,769,3,0.3901170351105332,769,3,0.3901170351105332,NA,NA,NA,NA,NA,NA,NA,NA
FRANKLIN,TX,209,NA,NA,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FRANKLIN,VA,613,15,2.4469820554649266,613,15,2.446982055464926,NA,NA,NA,NA,NA,NA,NA,NA
FRANKLIN,VT,817,NA,NA,817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FRANKLIN,WA,1203,12,0.997506234413965,1203,12,0.997506234413965,NA,NA,NA,NA,NA,NA,NA,NA
FRANKLIN CITY,VA,154,1,0.6493506493506493,154,1,0.6493506493506493,NA,NA,NA,NA,NA,NA,NA,NA
FREDERICK,MD,4542,81,1.7833553500660502,4542,81,1.7833553500660502,NA,NA,NA,NA,NA,NA,NA,NA
FREDERICK,VA,1032,13,1.2596899224806202,1032,13,1.2596899224806202,NA,NA,NA,NA,NA,NA,NA,NA
FREDERICKSBURG CITY,VA,877,15,1.7103762827822122,877,15,1.7103762827822122,NA,NA,NA,NA,NA,NA,NA,NA
FREEBORN,MN,1032,2,0.1937984496124031,1032,2,0.1937984496124031,NA,NA,NA,NA,NA,NA,NA,NA
FREESTONE,TX,492,4,0.8130081300813009,492,4,0.8130081300813009,NA,NA,NA,NA,NA,NA,NA,NA
FREMONT,CO,573,7,1.2216404886561953,573,7,1.2216404886561951,NA,NA,NA,NA,NA,NA,NA,NA
FREMONT,IA,312,1,0.3205128205128205,312,1,0.3205128205128205,NA,NA,NA,NA,NA,NA,NA,NA
FREMONT,ID,288,NA,NA,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FREMONT,WY,1214,2,0.16474464579901155,1214,2,0.16474464579901155,NA,NA,NA,NA,NA,NA,NA,NA
FRESNO,CA,15314,NA,NA,15314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FRIO,TX,175,1,0.5714285714285714,175,1,0.5714285714285714,NA,NA,NA,NA,NA,NA,NA,NA
FRONTIER,NE,295,NA,NA,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FULTON,AR,364,NA,NA,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FULTON,GA,67821,2128,3.137671222777606,67821,2128,3.137671222777606,NA,NA,NA,NA,NA,NA,NA,NA
FULTON,IL,941,1,0.10626992561105207,941,1,0.10626992561105209,NA,NA,NA,NA,NA,NA,NA,NA
FULTON,IN,437,6,1.3729977116704806,437,6,1.3729977116704806,NA,NA,NA,NA,NA,NA,NA,NA
FULTON,KY,141,NA,NA,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FULTON,NY,591,10,1.6920473773265652,591,10,1.6920473773265652,NA,NA,NA,NA,NA,NA,NA,NA
FULTON,OH,906,3,0.33112582781456956,906,3,0.33112582781456956,NA,NA,NA,NA,NA,NA,NA,NA
FULTON,PA,190,2,1.0526315789473684,190,2,1.0526315789473684,NA,NA,NA,NA,NA,NA,NA,NA
FURNAS,NE,480,NA,NA,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GADSDEN,FL,982,20,2.0366598778004072,982,20,2.0366598778004072,NA,NA,NA,NA,NA,NA,NA,NA
GAGE,NE,1241,4,0.32232070910556004,1241,4,0.32232070910556004,NA,NA,NA,NA,NA,NA,NA,NA
GAINES,TX,1090,2,0.1834862385321101,1090,2,0.1834862385321101,NA,NA,NA,NA,NA,NA,NA,NA
